Name,Category,Area,Organisation,Temporal event,Sub category,Summary,Adress,y,x,Website,Performance pop up_valuable,Performance pop up_threatened,Performance pop up_community,Creative edin pop up_valuable,Creative edin pop up_threatened,Creative edin pop up_community,Sculpture workshop pop up_valuable,Sculpture workshop pop up_risk,Sculpture workshop pop up_vcommunity,W1_T1_valuable,W1_T1_risk,W1_T1_community,W1_T2_valuable,W1_T2_risk,W1_T2_community,W1_T3_valuable,W1_T3_risk,W1_T3_community,W1_T4_valuable,W1_T4_risk,W1_T4_community,W2_T1_valuable,W2_T1_risk,W2_T1_community,W2_T2_valuable,W2_T2_risk,W2_T2_community,W3_valuable,W3_risk,W3_community,Pop uo_NEA_value,Pop uo_NEA_risk,Pop uo_NEA_community,Sum,Value,Risk,Community
Dirty martini,Performance,Music and comedy,Le monde boutique hotel,,Permanent venue,Home to the Scottish Jazz Awards and the Scottish Vocal Jazz Festival. Regular live music from Jazz to Rock is performed on stage as well as live comedy performances from the most talented of UK artists.,"16 George St, Edinburgh EH2 2PF",55.953391,-3.195929,lemondehotel.co.uk/drink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DN Studios,Performance,Dance,DN Studios,,School,,"3-4 Hutchison Terrace, Edinburgh EH14 1QB",55.927993,-3.246058,dndance.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Drake Music Scotland,Performance,Music,,,School,,"SPACE, 11 Harewood Rd, Edinburgh EH16 4NT",55.935276,-3.131509,https://drakemusicscotland.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dynam-nic Dance,Performance,Dance,Dynam-nic Dance,,School,,"The Basement, 3-4 Hutchison Terrace, Edinburgh EH14 1QB",55.927064,-3.244766,dndance.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh Ballet,Performance,Dance,,,Company,,"Stevenson College House, 30 Bankhead Ave, Edinburgh EH11 4DE",55.925513,-3.291842,http://www.edinburgh-ballet.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh Blues Academy,Performance,Music,,,School,,"St Bride's Centre, 10 Orwell Terrace, Edinburgh EH11 2DZ",55.942638,-3.220709,https://www.edinburghjazzfestival.com/learning/edinburgh-blues-academy.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh college,Performance,Music,,,Studios,,"350 W Granton Rd, Edinburgh EH5 1QE",55.977409,-3.244848,http://www.edinburghcollege.ac.uk/Courses/Music%20and%20Sound%20Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh College Pass Theatre,Performance,Music,Edinburgh College,Edinburgh Jazz & Blues festival,Venue,,"350 W Granton Rd, Edinburgh EH5 1QE",55.977508,-3.244925,"350 W Granton Rd, Edinburgh EH5 1QE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,,,
Edinburgh Dance Academy,Performance,Dance,Edinburgh Dance Academy,,School,,"4 Coltbridge Ave, Edinburgh EH12 6AH",55.946789,-3.234861,edinburghdanceacademy.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh Dance School,Performance,Dance,Edinburgh Dance School,,School,,"Inch Park Community Sports Club, 227 Gilmerton Rd, Edinburgh EH17 8DU",55.924411,-3.161646,edinburghdanceschool.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh Jazz School,Performance,Music,,,School,,"St Bride's Centre, 10 Orwell Terrace, Edinburgh EH11 2DZ",55.942653,-3.220612,https://www.edinburghjazzfestival.com/learning/edinburgh-jazz-school.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh Little Theatre,Performance,Theatre,Edinburgh Little Theatre,,Venue,,"19 Hill St, Edinburgh EH2 3JP",55.953495,-3.202937,edinburghlittletheatre.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Edinburgh Napier University, Merchiston Campus",Performance,Music and theatre,,,School,,"10 Colinton Rd, Edinburgh EH10 5DT",55.933079,-3.213608,https://www.napier.ac.uk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Edinburgh Playhouse,Performance,Music and comedy,ATG tickets,International festival,Theatre,"Huge 3000-seater 1920s theatre venue for touring musicals, comedy, live bands and pantomime.","18-22 Greenside Ln, Edinburgh EH1 3AA",55.956903,-3.184988,www.atgtickets.com/venues/edinburgh-playhouse/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh Society of Musicians,Performance,Music,,,Society,,"3 Belford Rd, Edinburgh EH4 3BL",55.952255,-3.215516,https://www.edinburghsocietyofmusicians.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Edinburgh Swing Dance Society (ESDS),Performance,Dance,Edinburgh Swing Dance Society (ESDS),,School,,"2 Cheyne St, Edinburgh EH4 1JB",55.958351,-3.21292,hopscotch-swing.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh Theatre Arts,Performance,Theatre,Edinburgh Theatre Arts (ETA),,Theatre and company,Edinburgh Theatre Arts (ETA) is an amateur theatre company which has been in existence since the late 1940s. ,"St Ninians Church Hall, Comely Bank Rd, Edinburgh EH4 1AG",55.959005,-3.224876,edinburghtheatrearts.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Elite Studio Centre,Performance,Dance,UoE,,School,,"27 Murieston Cres, Edinburgh EH11 2LN",55.940786,-3.22749,http://www.elitestudiocentreltd.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Festival Theatre,Performance,Theatre,Capital theatres,"Edinburgh Jazz & Blues festival, International festival, Edinburgh International film festival",Theatre,,"13-29 Nicolson St, Edinburgh EH8 9FT",55.946739,-3.185994,capitaltheatres.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Forth Children's Theatre,Performance,Theatre,,,Theatre,,"17 Craighall Gardens, Edinburgh EH6 4RH",55.974356,-3.19777,https://www.facebook.com/forthchildrenstheatre/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
Freedom of Flight Aerial,Performance,Aerial,,,Training space,,"60, Aerial Haven, 3 Newhaven Rd, Edinburgh EH6 5QB",55.971162,-3.186005,https://freedomofflightaerial.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Gordon Aikman Lecture Theatre,Performance,Theatre,,Fringe,All,,"32 George Square, Edinburgh EH8 9LH",55.942887,-3.188034,https://www.edinburghfirst.co.uk/venues/gordon-aikman-lecture-theatre/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Henrys Cellar Bar,Performance,Music,,,Music bar,,"16A Morrison Street, Edinburgh EH3 8BJ",55.945921,-3.206165,http://henryscellarbar.co.uk/#/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Heriot's Rugby Clu,Performance,Music,,Edinburgh Jazz & Blues festival,Venue,,"Inverleith Row, Goldenacre, Edinburgh EH3 5QN",55.969021,-3.206688,http://www.heriotsrugbyclub.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jazz bar,performance,Music,,Edinburgh Jazz & Blues festival,music bar,,"A, 1 Chambers St, Edinburgh EH1 1HR",55.948081,-3.186985,http://www.thejazzbar.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
King's Theatre,Performance,Theatre,Capital theatres,International festival,Theatre,,"2 Leven St, Edinburgh EH3 9LQ",55.941909,-3.203274,capitaltheatres.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,
KS Dance,Performance,Dance,KS Dance,,School,,"13/66 Longstone St, Edinburgh EH14 2DA",55.923448,-3.26382,ksdanceacademy.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Latin Roots Dance Academy,Performing,Dance,,,School,"Join us in Latin Roots Dance Academy to learn the largest variety of styles of Latin dancing in Edinburgh with top certified instructors. From private lessons to social dancing to World Mastery Program, we have it all. Join today and unleash your inner artist!","16 George Street, EH2 2PF",55.953505,-3.195943,https://latinroots.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
Leith Depot,Performance,Music,,,Venue,,"140 Leith Walk, Edinburgh EH6 5DT",55.968217,-3.174101,http://leithdepot.com,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,9,,,
Leith Dockers Club,Performance,Music,,Edinburgh Jazz & Blues festival,Venue,Social club,"17-17a Academy St, Edinburgh EH6 7EE",55.970755,-3.16995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Leith Theatre,Performance,Theatre,Leith Theatre trust ,Hidden door,Theatre,Venue for the hidden door festival. The Trust became a registered charity in 2011.,"28-30 Ferry Rd, Edinburgh EH6 4AE",55.975745,-3.180493,leiththeatretrust.org,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,
Leith Theatre,Performing,Multiple,,"Arts Festival, International festival",Flexible space,,"28-30 Ferry Road, EH6 4AE",55.975787,-3.180611,https://www.leiththeatretrust.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
Little Egypt Studio,Performance,Dance,Little Egypt Studio,,School,,"11C Murieston Ln, Edinburgh EH11 2LX",55.939791,-3.228267,littleegyptstudio.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Lung Ha's Theatre Company,Performance,Theatre,Lung Ha's Theatre Company,,Company,Lung Ha Theatre Company is the leading theatre company for people with a learning disability in Scotland. Current production will be  internationally.,"30 Grindlay St, Edinburgh EH3 9AP",55.946615,-3.204589,lungha.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Lyra Artspace,Performance,Theatre,,,Theatre,,"11 Harewood Rd, Edinburgh EH16 4NT",55.935443,-3.131735,http://www.lyra.co.uk,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,,,
Monkey Barrel Comedy,Performance,Comedy,Monkey Barrel Comedy,,Club,,"9-11 Blair St, Edinburgh EH1 1QR",55.949383,-3.187834,monkeybarrelcomedy.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Music base,Performance,Music,,,Rehearsal space,,"125 Great Jct St, Edinburgh EH6 5JB",55.972438,-3.175178,http://music-base.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Open-air Theatre in Braidburn Valley Park,Performance,Theatre,,,Theatre,,"1 Greenbank Cres, Edinburgh EH10 5TE",55.916951,-3.214873,http://www.braidburnvalleypark.org.uk,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
Out of the Blue Drill Hall,Performance,Multi-purpose,Out of the blue,,Hall,"Out of the Blue Arts and Education Trust. Our mission is to provide affordable and appropriate spaces, resources, projects and opportunities for the residents of Edinburgh to be creative.",36 Dalmeny Street,55.964766,-3.174223,outoftheblue.org.uk,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,,,
Out Of The Blue Music Studios,Performance,Music,Out of the blue,,Studios,Music studios for rent,"28 Buchanan St, Edinburgh EH6 8RE",55.963857,-3.17587,outoftheblue.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Pianodrome,Performance,Music,,,Music project,,"Studio 19, Custom House, 65-67 Commercial Street, Leith, Edinburgh EH6 6LH",55.976789,-3.171128,https://pianodrome.org/about/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
The Pleasance,Performance,Music and theatre,The Pleasance theatre trust,Science Festival,Venue,"Informal University bar space and stage for comedy, live music and theatre. A hub of the Fringe.","Pleasance Courtyard, 60 Pleasance, Edinburgh EH8 9TJ",55.947436,-3.181896,pleasance.co.uk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,,,
Puppet animation Scotland,Performance,Theatre,,,Theatre,,"Summerhall Pl, Edinburgh EH9 1PL",55.939844,-3.182016,puppet animation scotland festival,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
Queen Margaret University,Performance,Theatre,,,"University, drama degree",,"Queen Margaret University Way, Musselburgh EH21 6UU",55.931515,-3.074138,https://www.qmu.ac.uk/study-here/undergraduate-study/2019-undergraduate-courses-folder/baba-hons-drama/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Reid Concert Hall,Performance,Concert,Edinburgh University,,Hall,A 218-seat Victorian venue built in 1859. Used for regular orchestral and choral rehearsals and performances.,"Bristo Pl, Edinburgh EH8 9AG",55.944894,-3.189411,ed.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Room to move,Performance,Aerial,,,Training space,,"41 W Bowling Green St, Edinburgh EH6 5NX",55.972146,-3.184516,Room to move,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Rose theatre,Performance,All,,International festival,Venue,,"204 Rose St, Edinburgh EH2 4AZ",55.951286,-3.205551,https://gildedballoon.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
Ross Bandstand,Performance,Concert,Edinburgh council,,Open space,,"104 Princes St, Edinburgh EH2 3AA",55.950486,-3.200001,usherhall.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sandy Bell's,Performance,Music,,,Music bar,,"25 Forrest Rd, Edinburgh EH1 2QH",55.946076,-3.191272,https://www.sandybells.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Shapes Studio,Performance,Dance,,,Studios,,"19 Arthur St, Edinburgh EH6 5DA",55.965118,-3.177526,http://shapesedinburgh.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
Sneaky Pete's,Performance,Music,,,Music bar,,"73 Cowgate, Edinburgh EH1 1JW",55.948237,-3.191494,http://www.sneakypetes.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Sound house,Performance,Music,,,Music project,,"42-43 Royal Park Terrace, Edinburgh EH8 8JA",55.954807,-3.161491,http://www.soundhouse.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
Stagecoach Performing Arts Edinburgh,Performance,Theatre,Stagecoach,,School,,"Bellevue St, Edinburgh EH7 4BS",55.961574,-3.190733,stagecoach.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Stagecoach Performing Arts Edinburgh,Performance,Theatre,Stagecoach,,School,,"6 Eton Terrace, Edinburgh EH4 1QE",55.954543,-3.213762,stagecoach.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Stagecoach Performing Arts Edinburgh,Performance,Theatre,Stagecoach,,School,,"121 Montgomery St, Edinburgh EH7 5EP",55.958846,-3.172853,stagecoach.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Stagecoach Performing Arts Edinburgh,Performance,Theatre,Stagecoach,,School,,"1A Frogston Rd W, Edinburgh EH10 7AA",55.901684,-3.203384,stagecoach.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Strange Town,Performance,Theatre,Strange Town,,Company,Strange Town offers opportunities in the performing arts to young people aged 5 to 25 in Edinburgh.,"28 Buchanan St, Edinburgh EH6 8RE",55.964391,-3.174132,http://strangetown.org.uk/about-us/overview/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Summer hall,Performance,Theatre,,,Flexible space,,"Summerhall Pl, Edinburgh EH9 1PL",55.939872,-3.182196,https://drakemusicscotland.org,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,13,,,
Teviot Row House,Performance,All,"Eusas, Edinburgh University Student Union",Edinburgh Jazz & Blues festival,Venue,,"13 Bristo Pl, Edinburgh EH8 9AJ",55.945094,-3.188597,https://www.eusa.ed.ac.uk/our_venues/teviot/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
The Blackbird Pub,Performing,Music,,,Venue,"The Blackbird brings together house batch cocktails, craft beers, great food and weekly live music sessions.","37-39 Leven Street, EH3 9LH",55.941139,-3.203705,http://theblackbirdedinburgh.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
The bongo club,Performance,Music,,,Venue,,"66 Cowgate, Edinburgh EH1 1JX",55.948193,-3.192158,https://www.thebongoclub.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Brunton Theatr,Performance,Theatre,,Children's Festival,Theatre and community space,,"Ladywell Way, Musselburgh EH21 6AA",55.943777,-3.05699,https://www.eastlothian.gov.uk/thebrunton/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
The Forest Cafe,Performance,All,,,Venue and workshops,,"141 Lauriston Pl, Edinburgh EH3 9JN",55.943742,-3.203078,https://blog.theforest.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
The Liquid Room,Performance,Music,,,Venue,,"9C Victoria St, Edinburgh EH1 2HE",55.948545,-3.193759,http://www.liquidroom.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
The Lyceum,Performance,Theatre,The Royal Lyceum Theatre Company ,International festival,Theatre and company,Prestigious production company and theatre for new drama and touring shows with season ticket deals.,"30b Grindlay St, Edinburgh EH3 9AX",55.946852,-3.204482,lyceum.org.uk,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,
The Manor School Of Ballet,Performance,Dance,The Manor School Of Ballet,,School,,"8 Hampton Terrace, Edinburgh EH12 5JD",55.94555,-3.228212,manorschoolofballet.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
The MGA Academy of Performing Arts,Performance,Dance,The MGA Academy of Performing Arts,,School,,"207 Balgreen Rd, Edinburgh EH11 2RZ",55.934204,-3.245784,themgaacademy.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
The Music Box,Performance,Music,,,Studios,,"50 Bankhead Ave, Edinburgh EH11 4DE",55.928129,-3.291067,http://www.edinburghcollege.ac.uk/Welcome/Venue-Hire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
The Queen's Hall,Performance,Music and theatre,The Queen’s Hall (Edinburgh) Limited ,International festival,Hall,"Former chapel, now a 900 capacity venue for classical and jazz concerts and occasional rock gigs.","The Queens Hall, Clerk St, Edinburgh EH8 9JG",55.941287,-3.181507,thequeenshall.net,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
The Royal Oak,Performance,Music,,,Venue,Historic real ale pub with free live folk music in cosy public bar and compact basement lounge.,"1 Infirmary St, Edinburgh EH1 1LT",55.94804,-3.186162,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
The Sheep Heid Inn,Performing,Music,,,Venue,,"43-45 The Causeway, EH15 3QA",55.942049,-3.148531,https://www.thesheepheidedinburgh.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
The Stand Comedy Club,Performance,Comedy,,,Comedy bar,,"5 York Pl, Edinburgh EH1 3EB",55.95579,-3.192331,https://www.thestand.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
The studio,Performance,Multi-purpose,Capital theatres,"International festival, Children's festival",Flexible space,from rehearsals and workshops to small-scale performances and festivals. Find where it is located and what facilities it offers,"22 Potterrow, Edinburgh EH8 9BL",55.94583,-3.187139,capitaltheatres.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
The Waverly Bar,Performance,Music,,,Venue,"Every Tuesday evening upstairs at The Waverley, roughly 8.30 to 11.30. An open session with all sorts of songs - folk, country - ancient, modern. All singers (and non-singing visitors) welcome. There’s always one or two regulars willing to make sure that everybody who wants to sing gets a turn.","3-5 St Mary's St, Edinburgh EH1 1TA",55.950413,-3.184171,https://thesession.org/sessions/983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
Theatre workshop Scotland,Performance,Theatre,,,Company,,"36 Dalmeny St, Edinburgh EH6 8RG",55.964291,-3.174186,http://www.theatre-workshop.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Traverse Theatre,Performance,Theatre,Traverse Theatre,"Edinburgh International film festival, Children's festival",Theatre and company,,"10 Cambridge St, Edinburgh EH1 2ED",55.947641,-3.204893,traverse.co.uk,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,,,
Usher hall,Performance,Concert,Edinburgh council,International festival,Hall,"The Usher Hall is Scotland's only five-star concert hall hosting a range of concerts from rock, pop, classical, jazz, world and folk music. The venue has hosted concerts and events since it opened way back in 1914! A beautiful Edwardian building with a modern twist, which is well loved by performers and audiences all over the world due to its magnificent acoustics.","Lothian Rd, Edinburgh EH1 2EA",55.947298,-3.205143,usherhall.co.uk,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,,
Village Pub theatre,Performance,Music,,,Theatre,,"16 S Fort St, Edinburgh EH6 4DN",55.974143,-3.183334,http://www.villagepubtheatre.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Vision mechanics,Performance,Theatre,Suppliers,,Suppliers,,"81 Great Jct St, Edinburgh EH6 5HZ",55.971681,-3.174053,https://visionmechanics.org,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
Vodoo rooms,Performance,Music,,,music bar,,"19a W Register St, Edinburgh EH2 2AA",55.953742,-3.190636,http://www.thevoodoorooms.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Ward School of Irish Dance,Performance,Dance,Ward School of Irish Dance,,School,,"St Thomas of Aquins High School, 2-20 Chalmers St, Edinburgh EH3 9ES",55.943929,-3.197766,wardirishdance.co.uk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
